0	296723
1	23240
2	49404
3	18099
4	23480
5	11024
6	14185
7	8355
8	10285
9	6855
10	6820
11	5371
12	5207
13	4813
14	4303
15	3667
16	3626
17	3253
18	3311
19	3062
20	2925
21	2784
22	2666
23	2405
24	2398
25	2191
26	2203
27	2079
28	2023
29	2010
30	1847
31	1902
32	1741
33	1770
34	1687
35	1725
36	1617
37	1569
38	1580
39	1467
40	1411
41	1373
42	1388
43	1312
44	1307
45	1332
46	1368
47	1255
48	1251
49	1180
50	1196
51	1179
52	1135
53	1068
54	1146
55	1063
56	1112
57	1121
58	1062
59	1114
60	1034
61	983
62	1012
63	968
64	878
65	939
66	868
67	809
68	794
69	791
70	764
71	802
72	745
73	669
74	722
75	691
76	625
77	590
78	619
79	611
80	574
81	533
82	491
83	501
84	476
85	448
86	418
87	409
88	453
89	387
90	403
91	402
92	427
93	405
94	407
95	377
96	371
97	353
98	363
99	339
100	361
101	324
102	355
103	301
104	318
105	313
106	318
107	297
108	321
109	291
110	302
111	293
112	267
113	293
114	295
115	290
116	251
117	258
118	271
119	245
120	248
121	250
122	306
123	269
124	278
125	275
126	260
127	243
128	249
129	259
130	259
131	248
132	239
133	204
134	255
135	214
136	215
137	214
138	194
139	209
140	227
141	194
142	196
143	180
144	193
145	190
146	167
147	176
148	149
149	149
150	190
151	179
152	167
153	165
154	156
155	153
156	119
157	145
158	138
159	142
160	142
161	129
162	118
163	106
164	116
165	108
166	113
167	102
168	100
169	109
170	89
171	72
172	86
173	77
174	91
175	77
176	79
177	75
178	73
179	69
180	67
181	61
182	64
183	46
184	56
185	42
186	46
187	39
188	34
189	41
190	40
191	25
192	10
193	22
194	11
195	15
196	15
197	12
198	10
199	12
200	9
201	6
202	8
203	6
204	7
205	6
206	4
207	5
208	5
209	1
210	2
211	1
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
