0	295212
1	15003
2	42992
3	12602
4	23981
5	9567
6	16509
7	7972
8	12455
9	7052
10	10095
11	6382
12	8472
13	6053
14	7759
15	5950
16	7487
17	6215
18	7255
19	6278
20	7262
21	6524
22	7300
23	6747
24	7371
25	6852
26	7308
27	6717
28	6905
29	6485
30	6653
31	6040
32	6211
33	5735
34	5820
35	5261
36	5185
37	4972
38	4760
39	4332
40	4271
41	3875
42	3865
43	3567
44	3494
45	3281
46	3287
47	3152
48	3015
49	2874
50	2799
51	2652
52	2565
53	2442
54	2396
55	2304
56	2279
57	2192
58	2151
59	2035
60	1944
61	1776
62	1715
63	1643
64	1583
65	1530
66	1473
67	1371
68	1311
69	1333
70	1347
71	1135
72	1143
73	1072
74	1122
75	1025
76	1049
77	938
78	941
79	953
80	872
81	867
82	845
83	864
84	946
85	876
86	890
87	882
88	835
89	918
90	897
91	871
92	969
93	908
94	905
95	876
96	889
97	856
98	897
99	896
100	891
101	970
102	962
103	1005
104	1000
105	1105
106	1086
107	1112
108	1126
109	1123
110	1237
111	1150
112	1227
113	1256
114	1359
115	1379
116	1458
117	1222
118	1300
119	1346
120	1431
121	1443
122	1378
123	1371
124	1439
125	1515
126	1533
127	1430
128	1405
129	1374
130	1458
131	1415
132	1505
133	1550
134	1421
135	1562
136	1384
137	1384
138	1322
139	1377
140	1400
141	1532
142	1362
143	1485
144	1343
145	1506
146	1412
147	1394
148	1272
149	1165
150	1324
151	1267
152	1159
153	1064
154	1173
155	1131
156	1196
157	1127
158	1244
159	1088
160	1204
161	1037
162	964
163	803
164	937
165	813
166	968
167	884
168	929
169	877
170	810
171	722
172	707
173	610
174	577
175	632
176	520
177	480
178	407
179	425
180	336
181	413
182	418
183	407
184	345
185	422
186	348
187	403
188	361
189	356
190	392
191	363
192	368
193	315
194	300
195	364
196	407
197	386
198	387
199	335
200	376
201	351
202	346
203	302
204	331
205	338
206	351
207	309
208	339
209	291
210	273
211	275
212	244
213	187
214	152
215	175
216	152
217	180
218	159
219	151
220	112
221	106
222	121
223	86
224	72
225	33
226	36
227	13
228	2
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
