0	166951
1	4677
2	12146
3	3944
4	6855
5	3473
6	5327
7	3288
8	4635
9	3181
10	4202
11	3019
12	3847
13	2850
14	3626
15	2760
16	3484
17	2740
18	3105
19	2596
20	2868
21	2533
22	2791
23	2454
24	2533
25	2366
26	2554
27	2339
28	2575
29	2254
30	2467
31	2331
32	2388
33	2310
34	2356
35	2098
36	2216
37	2009
38	2125
39	2026
40	2090
41	1837
42	1901
43	1760
44	1848
45	1680
46	1781
47	1601
48	1771
49	1634
50	1626
51	1601
52	1666
53	1563
54	1561
55	1540
56	1471
57	1544
58	1517
59	1564
60	1434
61	1496
62	1374
63	1442
64	1453
65	1424
66	1341
67	1323
68	1363
69	1298
70	1300
71	1234
72	1154
73	1197
74	1212
75	1136
76	1225
77	1115
78	1077
79	1044
80	1092
81	1065
82	1034
83	960
84	966
85	944
86	964
87	914
88	869
89	933
90	871
91	883
92	828
93	896
94	825
95	828
96	783
97	774
98	736
99	691
100	700
101	703
102	645
103	621
104	582
105	612
106	575
107	555
108	559
109	612
110	564
111	552
112	548
113	492
114	551
115	536
116	557
117	513
118	514
119	527
120	531
121	484
122	478
123	491
124	484
125	525
126	491
127	448
128	537
129	472
130	490
131	502
132	475
133	492
134	484
135	506
136	543
137	553
138	557
139	615
140	599
141	617
142	592
143	642
144	638
145	681
146	621
147	628
148	533
149	505
150	526
151	410
152	479
153	413
154	440
155	393
156	401
157	319
158	323
159	302
160	346
161	289
162	266
163	219
164	193
165	186
166	184
167	160
168	157
169	165
170	147
171	174
172	142
173	106
174	98
175	81
176	79
177	52
178	37
179	30
180	28
181	25
182	25
183	22
184	12
185	12
186	14
187	12
188	17
189	9
190	13
191	10
192	7
193	9
194	5
195	6
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
