0	149654
1	8393
2	8642
3	8643
4	8677
5	8741
6	8747
7	8675
8	8694
9	8490
10	8664
11	8462
12	8244
13	8095
14	8277
15	8007
16	7833
17	7674
18	7539
19	7541
20	7244
21	7082
22	6556
23	6625
24	6599
25	6301
26	6286
27	5977
28	5977
29	5632
30	5502
31	5373
32	5241
33	4878
34	4727
35	4645
36	4516
37	4312
38	4297
39	4180
40	3975
41	3944
42	3888
43	3863
44	3777
45	3689
46	3604
47	3478
48	3622
49	3542
50	3452
51	3368
52	3121
53	3251
54	3174
55	3090
56	3161
57	2867
58	2956
59	2887
60	2705
61	2750
62	2639
63	2613
64	2439
65	2297
66	2277
67	2411
68	2159
69	2014
70	1892
71	1970
72	1823
73	1757
74	1814
75	1790
76	1687
77	1719
78	1654
79	1695
80	1637
81	1596
82	1589
83	1575
84	1593
85	1452
86	1447
87	1447
88	1425
89	1370
90	1347
91	1311
92	1318
93	1270
94	1317
95	1272
96	1260
97	1206
98	1246
99	1157
100	1160
101	1148
102	1153
103	1184
104	1072
105	1210
106	1100
107	1254
108	1073
109	1132
110	1077
111	1057
112	1075
113	1037
114	1045
115	1076
116	926
117	905
118	930
119	932
120	1005
121	914
122	922
123	891
124	947
125	917
126	1020
127	1014
128	997
129	947
130	963
131	946
132	1023
133	927
134	1041
135	951
136	956
137	1000
138	995
139	988
140	998
141	990
142	924
143	995
144	950
145	1001
146	906
147	965
148	913
149	940
150	872
151	848
152	785
153	840
154	824
155	810
156	733
157	791
158	693
159	706
160	731
161	705
162	681
163	662
164	669
165	595
166	691
167	524
168	654
169	517
170	580
171	491
172	468
173	517
174	545
175	509
176	512
177	447
178	456
179	504
180	507
181	451
182	499
183	480
184	426
185	576
186	506
187	580
188	478
189	532
190	513
191	503
192	454
193	406
194	359
195	310
196	294
197	290
198	261
199	261
200	238
201	248
202	208
203	214
204	201
205	196
206	180
207	170
208	165
209	162
210	149
211	121
212	139
213	113
214	124
215	119
216	78
217	65
218	90
219	84
220	92
221	60
222	69
223	83
224	60
225	78
226	72
227	83
228	68
229	78
230	80
231	75
232	91
233	89
234	76
235	85
236	63
237	76
238	73
239	83
240	88
241	83
242	74
243	87
244	82
245	93
246	82
247	89
248	71
249	68
250	68
251	91
252	105
253	71
254	62
255	2472
